ref_number,disclosure_group,title_en,title_fr,name,purpose_en,purpose_fr,start_date,end_date,destination_en,destination_fr,airfare,other_transport,lodging,meals,other_expenses,total,additional_comments_en,additional_comments_fr,owner_org,owner_org_title
T-2024-P1-0008,SLE,Board of Directors,Membre du conseil de direction,"Adair, William",Board Meeting,Réunion du conseil d'administration,2022-12-12,2022-12-15,"Toronto, Ontario, Canada","Toronto, Ontario, Canada",0,155.92,0,56.6,0,212.52,,,casdo-ocena,Accessibility Standards Canada | Normes d’accessibilité Canada
T-2024-P2-0001,SLE,Chief Executive Officer,Président-directeur général,"Rizcallah, Philip",Portland conference,Conférence à Portland ,2023-03-29,2023-04-02,"Portland, Oregon, USA","Portland, Oregon, EU",1499.26,124.43,716.53,561.68,0,2901.9,,,casdo-ocena,Accessibility Standards Canada | Normes d’accessibilité Canada
T-2024-P2-0002,SLE,Chief Executive Officer,Président-directeur général,"Rizcallah, Philip",Meetings CFIAT-PR,Réunions avec CFIAT-PR,2023-04-25,2023-05-01,"Toronto, Ontario, Canada","Toronto, Ontario, Canada",1417.51,528.4,796.2,643.4,0,3385.51,,,casdo-ocena,Accessibility Standards Canada | Normes d’accessibilité Canada
T-2024-P2-0003,SLE,Chief Executive Officer,Président-directeur général,"Rizcallah, Philip",Toronto meeting,Réunion à Toronto,2023-05-11,2023-05-12,"Toronto, Ontario, Canada","Toronto, Ontario, Canada",0,645.3,194.33,99.8,0,939.43,,,casdo-ocena,Accessibility Standards Canada | Normes d’accessibilité Canada
T-2024-P2-0004,SLE,Chair,Président,"Bérubé, Paul-Claude",Board meeting,Réunion du conseil d'administration.,2022-12-12,2022-12-15,"Toronto, Ontario, Canada","Toronto, Ontario, Canada",0,734.44,842.61,307.4,0,1884.45,,,casdo-ocena,Accessibility Standards Canada | Normes d’accessibilité Canada
T-2024-P3-0001,SLE,Chief Executive Officer,Président-directeur général,"Rizcallah, Philip",Board meeting,Réunion du conseil d'administration.,2023-05-22,2023-05-26,"Winnipeg, Manitoba, Canada","Winnipeg, Manitoba, Canada",745.3,515.97,1266.32,569.5,0,3097.09,,,casdo-ocena,Accessibility Standards Canada | Normes d’accessibilité Canada
T-2024-P3-0002,SLE,Chief Executive Officer,Président-directeur général,"Rizcallah, Philip",Vancouver conference,Conférence en Vancouver,2023-06-05,2023-06-09,"Vancouver, British Columbia, Canada","Vancouver, Colombie-Britannique, Canada",949.52,139.53,1992.5,521.7,0,3603.25,,,casdo-ocena,Accessibility Standards Canada | Normes d’accessibilité Canada
T-2024-P3-0003,SLE,Chief Executive Officer,Président-directeur général,"Rizcallah, Philip",CCRW/ULC event,Évènement CCRW/ULC.,2023-06-01,2023-06-01,"Ottawa, Ontario, Canada","Ottawa, Ontario, Canada",0,110.63,0,0,0,110.63,,,casdo-ocena,Accessibility Standards Canada | Normes d’accessibilité Canada
T-2024-P3-0004,SLE,Board Member,Membre du conseil d'administration,"Haan, Maureen",Meeting in Winnipeg,Réunion à Winnipeg,2023-06-22,2023-06-23,"Winnipeg, Manitoba, Canada","Winnipeg, Manitoba, Canada",0,204.22,503,199.3,0,906.52,,,casdo-ocena,Accessibility Standards Canada | Normes d’accessibilité Canada
T-2024-P4-0001,SLE,Chief Executive Officer,Président-directeur général,"Rizcallah, Philip",Cophan Conference,Conférence Cophan,2023-06-15,2023-06-17,"Montreal, Quebec, Canada","Montréal, Québec, Canada",0,207.28,226.08,188.2,0,621.56,,,casdo-ocena,Accessibility Standards Canada | Normes d’accessibilité Canada
T-2017-Q1-00001,SLE,"A/Executive Director and General Counsel, Secretariat to the Public Service Labour Relations and Employment Board","Directrice générale et avocate générale par intérim, Secrétariat de la Commission des relations de travail et de l’emploi dans la fonction publique",Virginia Adamson,Visit Canadian Industrial relation Board's regional offices,Visiter des bureaux régionaux du Conseil canadien des relations industrielles,2017-03-02,2017-03-03,"Vancouver, BC","Vancouver, BC",315.13,117,126.6,97,,655.73,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00002,SLE,"A/Executive Director and General Counsel, Secretariat to the Public Service Labour Relations and Employment Board","Directrice générale et avocate générale par intérim, Secrétariat de la Commission des relations de travail et de l’emploi dans la fonction publique",Virginia Adamson,To attend a meeting of the Association of Labour Relations Agencies ,Participer à une rencontre de la Association of Labour Relations Agencies ,2017-03-03,2017-03-06,"Portland, Oregon","Portland, Oregon",960.79,165.3,553.91,379.17,,2059.17,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00003,SLE,"A/Chairperson, Canadian International Trade Tribunal ","Président par intérim, Tribunal Canadien du commerce extérieur ","Bédard, Jean",Attend the 38th Annual International Trade Update ,Participer à la 38e International Trade Update annuelle,2017-03-08,2017-03-10,"Washington, DC","Washington, DC",609.66,73.61,1071.85,346.61,,2101.73,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00004,SLE,"A/Chairperson, Canadian International Trade Tribunal ","Président par intérim, Tribunal Canadien du commerce extérieur ","Bédard, Jean",Attend the Chairperson's forum in Ottawa,Assister au forum de la présidente à Ottawa,2017-03-24,2017-03-24,"Ottawa, ON","Ottawa, ON",,,,,14,14,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00005,SLE,"Executive Director, Secretariat to the Canadian Cultural Property Export Review Board    ","Directrice exécutive, Secrétariat de la Commission canadienne d’examen des exportations de biens culturels","Bishop, Delphine",Attend a meeting with  Executive Directors ,Participer à une rencontre avec les directeurs exécutifs,2017-01-05,2017-01-05,"Ottawa, ON ","Ottawa, ON ",,,,,17.5,17.5,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00006,SLE,"Executive Director, Secretariat to the Canadian Cultural Property Export Review Board    ","Directrice exécutive, Secrétariat de la Commission canadienne d’examen des exportations de biens culturels","Bishop, Delphine",Attend a meeting with  Executive Directors ,Participer à une rencontre avec les directeurs exécutifs,2017-01-11,2017-01-11,"Ottawa, ON ","Ottawa, ON ",,,,,20,20,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00007,SLE,"Executive Director, Secretariat to the Canadian Cultural Property Export Review Board    ","Directrice exécutive, Secrétariat de la Commission canadienne d’examen des exportations de biens culturels","Bishop, Delphine",Attend a meeting with  Executive Directors ,Participer à une rencontre avec les directeurs exécutifs,2017-02-17,2017-02-17,"Ottawa, ON ","Ottawa, ON ",,,,,15,15,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00008,SLE,"Executive Director, Secretariat to the Canadian Cultural Property Export Review Board    ","Directrice exécutive, Secrétariat de la Commission canadienne d’examen des exportations de biens culturels","Bishop, Delphine",Attend a meeting with the Senior Project manager,Participer à une rencontre avec la chef de l'initiative stratégique,2017-03-06,2017-03-06,"Ottawa, ON ","Ottawa, ON ",,,,,11,11,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00009,SLE,"Executive Director, Secretariat to the Canadian Cultural Property Export Review Board    ","Directrice exécutive, Secrétariat de la Commission canadienne d’examen des exportations de biens culturels","Bishop, Delphine",Attend a Budget Allocation meeting,Participer à une rencontre sur l'allocation budgétaire,2017-03-13,2017-03-13,"Ottawa, ON ","Ottawa, ON ",,,,,12.5,12.5,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00010,SLE,"Executive Director, Secretariat to the Canadian Cultural Property Export Review Board    ","Directrice exécutive, Secrétariat de la Commission canadienne d’examen des exportations de biens culturels","Bishop, Delphine",Attend the CCPERB Board meeting,Assister à la réunion des membres de la Commission CCEEBC,2017-03-14,2017-03-17,"Ottawa, ON ","Ottawa, ON ",,,,,80,80,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00011,SLE,"Executive Director, Secretariat to the Canadian Cultural Property Export Review Board    ","Directrice exécutive, Secrétariat de la Commission canadienne d’examen des exportations de biens culturels","Bishop, Delphine",Attend the Classification Committee meeting,Participer à une rencontre du comité de la classification,2017-03-22,2017-03-22,"Ottawa, ON ","Ottawa, ON ",,,,,20,20,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00012,SLE,"Executive Director, Secretariat to the Canadian Cultural Property Export Review Board    ","Directrice exécutive, Secrétariat de la Commission canadienne d’examen des exportations de biens culturels","Bishop, Delphine",Attend a meeting with  Executive Directors ,Participer à une rencontre avec les directeurs exécutifs,2017-03-29,2017-03-29,"Ottawa, ON ","Ottawa, ON ",,,,,20,20,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00013,SLE,"Chairperson, Canada Industrial Relations Board     ","Présidente, Conseil canadien des relations industrielles",Ginette Brazeau,Attend a Regional Directors Meeting,Participer à une rencontre des directeurs régionaux,2017-02-28,2017-03-02,"Vancouver, BC","Vancouver, BC",340.88,40,340.76,257.8,,979.44,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00014,SLE,"Chairperson, Canada Industrial Relations Board     ","Présidente, Conseil canadien des relations industrielles",Ginette Brazeau,To attend the Association of Labour Relations Agencies meeting,Participer à une rencontre de la Association of Labour Relations Agencies ,2017-03-03,2017-03-05,"Portland, Oregon","Portland, Oregon",566.46,38.05,852.08,260.32,120,1836.91,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00015,SLE,"Chairperson, Canada Industrial Relations Board     ","Présidente, Conseil canadien des relations industrielles",Ginette Brazeau,Hearing file # 31022-C,Dossier d'audience no 31022-C,2017-03-07,2017-03-10,"Toronto, ON","Toronto, ON",380.87,25,611.36,291.35,131.16,1439.74,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00016,SLE,"Chairperson, Canada Industrial Relations Board     ","Présidente, Conseil canadien des relations industrielles",Ginette Brazeau,Hearing file # 31364-C,Dossier d'audience no 31364-C,2017-03-28,2017-03-31,"Halifax, NS","Halifax, NS",680.48,135,612.3,308.6,92,1828.38,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00017,SLE,"Chairperson, Canada Industrial Relations Board     ","Présidente, Conseil canadien des relations industrielles",Ginette Brazeau,Hearing file # 31685 & 31696-C,Dossiers d'audience nos 31685 et 31696-C,2017-04-03,2017-04-07,"Vancouver, BC","Vancouver, BC",413.98,73.2,700.32,248.65,102,1538.15,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00018,SLE,"Chairperson, Canada Industrial Relations Board     ","Présidente, Conseil canadien des relations industrielles",Ginette Brazeau,Attend a presentation ,Participer à une présentation,2017-04-21,2017-04-21,"Ottawa, ON","Ottawa, ON",,,,,22,22,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00019,SLE,"Chairperson, Canada Industrial Relations Board     ","Présidente, Conseil canadien des relations industrielles",Ginette Brazeau,Hearing file # 31670-C & 31671-C,Dossiers d'audience nos 31670-C et 31671-C,2017-05-01,2017-05-04,"Vancouver, BC","Vancouver, BC",4074.14,74.5,441.8,150.95,69,4810.39,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00020,SLE,"Chairperson, Social Security Tribunal",Présidente du Tribunal de la sécurité sociale,"Murielle, Brazeau",To attend training,Participer à une formation ,2017-04-19,2017-04-24,"Vancouver, BC ","Vancouver, BC ",1604.41,106.34,479.39,284,138,2612.14,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00021,SLE," Chairperson, Canada Agricultural Review Tribunal       "," Président, Commission de révision agricole du Canada","Donald, Buckingham",Hearing file #1912,Dossier d'audience  no 1912,2017-03-11,2017-03-14,"Calgary, AB","Calgary, AB",250.74,73.16,189.73,159.95,48.93,722.51,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00022,SLE," Chairperson, Canada Agricultural Review Tribunal       "," Président, Commission de révision agricole du Canada","Donald, Buckingham",Attend a meeting at the Canadian Transportation Agency,Participer à une rencontre à l'Office des transports du Canada,2017-03-23,2017-03-23,"Gatineau, QC","Gatineau, QC",,,,,14,14,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2016-Q4-007,SLE,"Executive Director, Secretariat to the Canadian Cultural Property Export Review Board    ","Directrice exécutive, Secrétariat de la Commission canadienne d’examen des exportations de biens culturels","BISHOP, Delphine",Attend the Operations Sub-committee ,Participer à la réunion du sous-comités des opérations ,2016-11-17,2016-11-17,"Ottawa, ON","Ottawa, ON",,18,,,,18,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00023,SLE," Chairperson, Canada Agricultural Review Tribunal       "," Président, Commission de révision agricole du Canada","Donald, Buckingham","Hearing file #1856, #1857 & #1858","Dossiers d'audience  nos 1856, 1857 et 1858",2017-04-09,2017-04-10,"Québec, QC","Québec, QC",660.62,64.92,160.66,161.7,,1047.9,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00024,SLE,"Executive Director and General Counsel, Secretariat to the Canadian International Trade Tribunal","Directeur exécutif et avocat général, Secrétariat du Tribunal canadien du commerce extérieur","Covelli, Nick",Attend the 38th Annual International Trade Update ,Participer à la 38e International Trade Update annuelle,2017-03-08,2017-03-10,"Washington, DC","Washington, DC",668.42,32.7,1070.02,346.63,51.65,2169.42,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00025,SLE,"Executive Director and General Counsel, Secretariat to the Canada Industrial Relations Board  "," Directrice exécutive et avocate générale, Secrétariat du Conseil canadien des relations industrielles ","Sylvie, Guilbert",Attend a regional staff meeting,Participer à une rencontre des employés régionaux,2017-02-28,2017-03-02,"Vancouver, BC","Vancouver, BC",315.13,76.92,511.14,291.3,,1194.49,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00026,SLE,"Executive Director and General Counsel, Secretariat to the Canada Industrial Relations Board  "," Directrice exécutive et avocate générale, Secrétariat du Conseil canadien des relations industrielles ","Sylvie, Guilbert",To attend a meeting of the Association of Labour Relations Agencies ,Participer à une rencontre de la Association of Labour Relations Agencies ,2017-03-03,2017-03-06,"Portland, Oregon","Portland, Oregon",742.93,97.63,830.86,406.06,,2077.48,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00027,SLE,"Chairperson, Canadian Cultural Property Export Review Board        ","Présidente, Commission canadienne d’examen des exportations de biens culturels","Ingram, Sharilyn",Attend a preparation day for the CCPERB board meeting,Assister à une journée préparatoire de la rencontre des membre de CCEEBC,2017-03-01,2017-03-03,"Gatineau, QC","Gatineau, QC",524.31,224.26,366.52,211.5,,1326.59,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
T-2017-Q1-00028,SLE,"Chairperson, Canadian Cultural Property Export Review Board        ","Présidente, Commission canadienne d’examen des exportations de biens culturels","Ingram, Sharilyn",Attend the CCPERB meeting,Assister à la réunion de CCEEBC,2017-03-13,2017-03-17,"Ottawa, ON","Ottawa, ON",417.31,213.26,707.64,468.5,,1806.71,,,atssc-scdata,Administrative Tribunals Support Service of Canada | Service canadien d'appui aux tribunaux administratifs
